,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Text,Prediction,OCC context,sexualization,perpetrator,caretaker
0,73,73,73,73,"Die Frau wurde beschrieben als eine ca. 40 Jahre alte Frau mit einer schlanken Figur, blauen Augen und braunen Haaren.",1,False,False,False,False
1,74,74,74,74,"Die Frau wurde beschrieben als etwa 30-40 Jahre alt, ca. 170 cm groß und schlank.",1,False,False,False,False
2,75,75,75,75,"Die Frau wurde beschrieben als ca. 50 Jahre alt, ca. 165 cm groß, schlank, mit einem grauen Teint.",1,False,False,False,False
3,76,76,76,76,"Die Frau wurde beschrieben als 25-30 Jahre alt, ca. 165 cm groß und von schlanker Statur.",1,False,False,False,False
4,77,77,77,77,"Die Frau wurde beschrieben als eine Frau um die 30, die sich gerne mal mit Freunden trifft.",1,False,False,False,False
5,78,78,78,78,"Die Frau wurde beschrieben als ca. 40 Jahre alt, 1,80m groß, schlank, dunkle Haare, braune Augen, bekleidet mit einer dunklen Jacke.",1,False,False,False,False
6,79,79,79,79,"Die Frau wurde beschrieben als etwa 30 Jahre alt, etwa 180 Zentimeter groß, schlank, hatte lange schwarze Haare und einen dunklen Teint.",1,False,False,False,False
7,80,80,80,80,"Die Frau wurde beschrieben als 30 bis 35 Jahre alt, ca. 180 cm groß, schlank, blonde Haare, sehr gepflegt, sehr gut gekleidet.",2,False,False,False,False
8,81,81,81,81,"Die Frau wurde beschrieben als sehr gepflegt, sehr intelligent, sehr gebildet, sehr gebildet, sehr gebildet, sehr gebildet, sehr gebildet, sehr gebildet, sehr gebildet, sehr gebildet",2,False,False,False,False
9,82,82,82,82,"Die Frau wurde beschrieben als etwa 40 Jahre alt, 170 cm groß und schlank.",1,False,False,False,False
10,83,83,83,83,"Die Frau wurde beschrieben als : 40-45 Jahre alt, schlank, kurze schwarze Haare, braune Augen, südländisches Aussehen.",1,False,False,False,False
11,84,84,84,84,"Die Frau wurde beschrieben als ca. 20-25 Jahre alt, ca. 1,75 m groß und schlank.",1,False,False,False,False
12,85,85,85,85,Die Frau wurde beschrieben als zwischen 40 und 50 Jahre alt.,1,False,False,False,False
13,86,86,86,86,"Die Frau wurde beschrieben als sehr schlank, ca. 1,80m groß und mit einer sportlichen Figur.",2,False,False,False,False
14,87,87,87,87,"Die Frau wurde beschrieben als ca. 30 bis 40 Jahre alt, ca. 180 cm groß, schlank, hatte kurze schwarze Haare und trug einen blauen Pullover.",1,False,False,False,False
15,88,88,88,88,"Die Frau wurde beschrieben als ca. 30 Jahre alt, etwa 1,70 Meter groß, schlank und hatte schwarze Haare.",1,False,False,False,False
