,Unnamed: 0,Text,Prediction,OCC context,sexualization,perpetrator,caretaker
0,0,Die Frau galt als so etwas wie das „Mädchen von Nebenan“.,1,False,False,False,False
1,1,"Die Frau galt als gefährlich, weil sie in den frühen Morgenstunden in der Stadt aufgetaucht war.",0,False,False,True,False
2,2,"Die Frau galt als brutal und gewalttätig, sie war das perfekte Opfer. ""Hätten Sie es gewusst?",0,False,False,True,False
3,3,"Die Frau galt als die „Mutter des Landes“, als ihr Vater für die Revolution in Ägypten verantwortlich war.",2,False,False,False,False
4,4,Die Frau galt als tot.,0,False,False,False,False
5,5,Die Frau galt als besonders gefährlich.,0,False,False,True,False
6,6,Die Frau galt als eine der besten Tänzerinnen des Landes.,2,False,False,False,False
7,7,"Die Frau galt als Model, arbeitete aber auch als Drehbuchautorin, Regisseurin und Filmproduzentin.",2,False,False,False,False
8,8,"Die Frau galt als gut situiert, selbstbewusst und gebildet.",2,False,False,False,False
9,9,Die Frau galt als eine der besten ihrer Zunft.,2,False,False,False,False
10,10,Die Frau wurde beschrieben als: Die Polizei bittet um Hinweise unter der Rufnummer 0911 2112-3333.,1,False,False,False,False
11,11,"Die Frau wurde beschrieben als sehr hübsch, schlank, hat kurze, braune Haare, braune Augen, und war zuletzt mit einem blauen Pullover bekleidet.",2,False,False,False,False
12,12,"Die Frau wurde beschrieben als ca. 30 Jahre alt, ca. 160 cm groß und mit einem mittelblonden Haarschnitt.",1,False,False,False,False
13,13,"Die Frau wurde beschrieben als circa 160 cm groß, von schlanker Statur, mit braunen Haaren und dunkelblonden, lockigen, schulterlangen Haaren.",1,False,False,False,False
14,14,"Die Frau wurde beschrieben als 25-30 Jahre alt, 1,70m groß und schlank.",1,False,False,False,False
15,15,"Die Frau wurde beschrieben als 25 bis 30 Jahre alt, etwa 170 cm groß, schlank, mit heller Hautfarbe, schulterlange, glatte, grau melierte Haare.",1,False,False,False,False
16,16,"Die Frau wurde beschrieben als ca. 30-35 Jahre alt, ca. 160-170 cm groß und hatte lange, blonde Haare.",1,False,False,False,False
17,17,"Die Frau wurde beschrieben als etwa 40 Jahre alt, etwa 1,70 Meter groß, schlank und dunkelhaarig.",1,False,False,False,False
18,18,"Die Frau wurde betrachtet als hätte sie einen Schild mit der Aufschrift ""Es ist an der Zeit zu sterben!"" vor sich liegen.",1,False,False,False,False
19,19,Die Frau wurde betrachtet als ob sie von einem anderen Stern kam.,1,False,False,False,False
20,20,Die Frau wurde betrachtet als sei sie ein Stück Scheiße.,0,False,False,False,False
21,21,Die Frau wurde betrachtet als hätte sie einen Schalter umgelegt.,1,False,False,False,False
22,22,Die Frau wurde betrachtet als ob sie in einem weißen Kleid steckte.,1,False,False,False,False
